date,StockID,close,变动日,信用等级
2020-01-02 14:42:00,SH110044,143.75,20231229,AA
2020-01-02 14:42:00,SH110045,102.5,20230601,AA+
2020-01-02 14:42:00,SH110047,123.28,20241024,AA
2020-01-02 14:42:00,SH110048,123.09,20240612,AA+
2020-01-02 14:42:00,SH110050,128.3,20190606,AA
2020-01-02 14:42:00,SH110051,110.7,20210804,AA+
2020-01-02 14:42:00,SH110052,119.6,20240626,AA+
2020-01-02 14:42:00,SH110053,118.94,20230619,AAA
2020-01-02 14:42:00,SH110055,115.0,20240620,AA
2020-01-02 14:42:00,SH110056,120.8,20220623,AA+
2020-01-02 14:42:00,SH110057,111.66,20230526,AAA
2020-01-02 14:42:00,SH110058,106.9,20240612,AA-
2020-01-02 14:42:00,SH110059,111.01,20250526,AAA
2020-01-02 14:42:00,SH110060,120.63,20250609,AA
2020-01-02 14:42:00,SH110061,122.36,20230619,AAA
2020-01-02 14:42:00,SH110062,127.56,20250625,AAA
2020-01-02 14:42:00,SH113008,116.51,20200515,AAA
2020-01-02 14:42:00,SH113009,117.21,20210524,AAA
2020-01-02 14:42:00,SH113011,126.72,20220523,AAA
2020-01-02 14:42:00,SH113012,106.9,20210610,AA
2020-01-02 14:42:00,SH113013,124.67,20230522,AAA
2020-01-02 14:42:00,SH113014,102.2,20210621,AA
2020-01-02 14:42:00,SH113016,99.9,20220805,AA-
2020-01-02 14:42:00,SH113017,102.49,20230621,AA+
2020-01-02 14:42:00,SH113019,130.56,20200605,AA+
2020-01-02 14:42:00,SH113020,128.11,20200608,AA+
2020-01-02 14:42:00,SH113021,114.26,20240513,AAA
2020-01-02 14:42:00,SH113022,120.1,20200514,AAA
2020-01-02 14:42:00,SH113024,107.31,20240620,AAA
2020-01-02 14:42:00,SH113025,116.82,20230619,AA
2020-01-02 14:42:00,SH113026,108.81,20210623,AAA
2020-01-02 14:42:00,SH113027,107.91,20230626,A
2020-01-02 14:42:00,SH113028,123.0,20200609,AAA
2020-01-02 14:42:00,SH113502,99.78,20220531,AA-
2020-01-02 14:42:00,SH113503,137.8,20190606,AA
2020-01-02 14:42:00,SH113504,118.02,20230613,AA
2020-01-02 14:42:00,SH113505,103.77,20230621,AA
2020-01-02 14:42:00,SH113508,109.3,20210617,AA
2020-01-02 14:42:00,SH113509,120.0,20210521,AA
2020-01-02 14:42:00,SH113511,123.0,20190614,AA-
2020-01-02 14:42:00,SH113514,111.08,20200616,A+
2020-01-02 14:42:00,SH113515,117.21,20190605,AA
2020-01-02 14:42:00,SH113516,114.37,20240627,AA+
2020-01-02 14:42:00,SH113518,130.78,20200618,AA
2020-01-02 14:42:00,SH113519,112.31,20240625,AA
2020-01-02 14:42:00,SH113520,154.89,20200618,AA-
2020-01-02 14:42:00,SH113521,125.05,20200623,AA
2020-01-02 14:42:00,SH113524,104.61,20240510,AA-
2020-01-02 14:42:00,SH113525,108.65,20220622,AA
2020-01-02 14:42:00,SH113526,134.43,20240801,AA+
2020-01-02 14:42:00,SH113527,92.68,20240624,AA
2020-01-02 14:42:00,SH113528,102.65,20210521,AA-
2020-01-02 14:42:00,SH113530,113.41,20240621,AA-
2020-01-02 14:42:00,SH113531,126.6,20190624,AA
2020-01-02 14:42:00,SH113532,106.53,20240621,AA+
2020-01-02 14:42:00,SH113534,114.3,20241023,AA-
2020-01-02 14:42:00,SH113535,102.04,20230625,AA-
2020-01-02 14:42:00,SH113536,110.99,20210524,AA
2020-01-02 14:42:00,SH113537,121.65,20240624,AA-
2020-01-02 14:42:00,SH113541,106.82,20220530,AA-
2020-01-02 14:42:00,SH113542,113.4,20250624,AA
2020-01-02 14:42:00,SH113543,127.69,20210617,AA
2020-01-02 14:42:00,SH113544,119.5,20200611,AA
2020-01-02 14:42:00,SH113545,114.75,20250520,AA-
2020-01-02 14:42:00,SH113546,105.34,20240605,A+
2020-01-02 14:42:00,SH113547,124.36,20200623,AA
2020-01-02 14:42:00,SH113548,139.5,20220607,AA-
2020-01-02 14:42:00,SH113549,110.3,20250624,AA
2020-01-02 14:42:00,SH113550,129.24,20210611,AA-
2020-01-02 14:42:00,SH113551,131.6,20200514,AA
2020-01-02 14:42:00,SZ123002,130.495,20230519,AA
2020-01-02 14:42:00,SZ123004,102.27,20230619,AA
2020-01-02 14:42:00,SZ123007,113.01,20210625,AA-
2020-01-02 14:42:00,SZ123010,105.804,20240625,A
2020-01-02 14:42:00,SZ123011,125.817,20240625,AA-
2020-01-02 14:42:00,SZ123012,123.62,20240605,AA-
2020-01-02 14:42:00,SZ123013,103.82,20240429,A+
2020-01-02 14:42:00,SZ123014,111.084,20230621,A+
2020-01-02 14:42:00,SZ123015,114.521,20230606,CC
2020-01-02 14:42:00,SZ123017,144.744,20200521,AA-
2020-01-02 14:42:00,SZ123018,122.152,20240621,AA-
2020-01-02 14:42:00,SZ123020,130.578,20200604,AA-
2020-01-02 14:42:00,SZ123021,122.001,20190624,AA
2020-01-02 14:42:00,SZ123022,180.6,20240614,AA
2020-01-02 14:42:00,SZ123023,102.05,20220624,AA-
2020-01-02 14:42:00,SZ123024,102.601,20210624,A+
2020-01-02 14:42:00,SZ123025,125.38,20240620,AA-
2020-01-02 14:42:00,SZ123026,110.603,20200618,AA-
2020-01-02 14:42:00,SZ123027,127.261,20220621,A+
2020-01-02 14:42:00,SZ123028,104.723,20210622,A+
2020-01-02 14:42:00,SZ123029,118.6,20250623,AA
2020-01-02 14:42:00,SZ123030,109.383,20210624,AA-
2020-01-02 14:42:00,SZ123031,162.5,20250606,A+
2020-01-02 14:42:00,SZ123032,102.305,20200616,A+
2020-01-02 14:42:00,SZ123033,111.526,20210514,AA-
2020-01-02 14:42:00,SZ123034,106.723,20250619,A+
2020-01-02 14:42:00,SZ123035,129.81,20240607,AA+
2020-01-02 14:42:00,SZ127003,104.458,20220225,AA-
2020-01-02 14:42:00,SZ127004,96.012,20230103,AA-
2020-01-02 14:42:00,SZ127005,122.452,20230620,AAA
2020-01-02 14:42:00,SZ127006,111.657,20230606,AA+
2020-01-02 14:42:00,SZ127007,114.7,20230619,AA+
2020-01-02 14:42:00,SZ127008,201.401,20200622,AA
2020-01-02 14:42:00,SZ127011,113.203,20210628,AA+
2020-01-02 14:42:00,SZ127012,116.3,20230524,AAA
2020-01-02 14:42:00,SZ127013,123.389,20220518,AA
2020-01-02 14:42:00,SZ127014,117.301,20240528,AA+
2020-01-02 14:42:00,SZ128010,105.62,20200427,AA
2020-01-02 14:42:00,SZ128012,99.527,20200624,A
2020-01-02 14:42:00,SZ128013,97.398,20220628,CCC
2020-01-02 14:42:00,SZ128014,100.303,20220624,AA-
2020-01-02 14:42:00,SZ128015,99.112,20220620,A
2020-01-02 14:42:00,SZ128016,131.602,20190424,AA+
2020-01-02 14:42:00,SZ128017,125.75,20230620,AA
2020-01-02 14:42:00,SZ128018,99.555,20210623,AA
2020-01-02 14:42:00,SZ128019,128.597,20200525,AA
2020-01-02 14:42:00,SZ128021,114.03,20230526,AA
2020-01-02 14:42:00,SZ128022,105.699,20220615,BBB
2020-01-02 14:42:00,SZ128023,94.493,20230615,AA
2020-01-02 14:42:00,SZ128025,111.9,20230621,AA-
2020-01-02 14:42:00,SZ128026,93.173,20230518,AA-
2020-01-02 14:42:00,SZ128028,120.65,20200616,AA
2020-01-02 14:42:00,SZ128029,131.369,20220614,AA+
2020-01-02 14:42:00,SZ128030,162.9,20230628,AA
2020-01-02 14:42:00,SZ128032,102.4,20210526,AA
2020-01-02 14:42:00,SZ128033,104.88,20230427,AA
2020-01-02 14:42:00,SZ128034,115.2,20230525,AA+
2020-01-02 14:42:00,SZ128035,116.8,20230609,AA+
2020-01-02 14:42:00,SZ128036,109.804,20240131,A-
2020-01-02 14:42:00,SZ128037,96.932,20240202,AA
2020-01-02 14:42:00,SZ128039,115.147,20230627,A+
2020-01-02 14:42:00,SZ128040,109.842,20220627,AA
2020-01-02 14:42:00,SZ128041,136.999,20240614,A+
2020-01-02 14:42:00,SZ128042,104.0,20240613,AA-
2020-01-02 14:42:00,SZ128043,228.511,20200622,AA
2020-01-02 14:42:00,SZ128044,103.671,20240822,C
2020-01-02 14:42:00,SZ128045,118.698,20200529,AAA
2020-01-02 14:42:00,SZ128046,114.32,20220425,AA
2020-01-02 14:42:00,SZ128048,118.67,20240611,AA+
2020-01-02 14:42:00,SZ128049,107.799,20240527,AA-
2020-01-02 14:42:00,SZ128050,100.101,20210510,AA-
2020-01-02 14:42:00,SZ128051,113.9,20210625,AA-
2020-01-02 14:42:00,SZ128052,176.7,20200721,AA
2020-01-02 14:42:00,SZ128053,107.7,20240620,AA
2020-01-02 14:42:00,SZ128054,125.58,20200605,A+
2020-01-02 14:42:00,SZ128055,122.024,20190423,AA
2020-01-02 14:42:00,SZ128056,101.8,20240625,A+
2020-01-02 14:42:00,SZ128057,120.18,20210513,AA-
2020-01-02 14:42:00,SZ128058,121.0,20200527,AA
2020-01-02 14:42:00,SZ128059,127.0,20200624,AA
2020-01-02 14:42:00,SZ128062,89.598,20240529,CCC
2020-01-02 14:42:00,SZ128063,110.393,20240619,AA-
2020-01-02 14:42:00,SZ128064,101.709,20210628,AA
2020-01-02 14:42:00,SZ128065,111.172,20200529,AA
2020-01-02 14:42:00,SZ128066,114.7,20240621,AA-
2020-01-02 14:42:00,SZ128067,115.112,20200603,AA
2020-01-02 14:42:00,SZ128069,107.44,20220617,AA-
2020-01-02 14:42:00,SZ128070,106.03,20250623,A+
2020-01-02 14:42:00,SZ128071,112.2,20250623,AA
2020-01-02 14:42:00,SZ128072,111.999,20250126,A-
2020-01-02 14:42:00,SZ128073,108.803,20220617,AA-
2020-01-02 14:42:00,SZ128074,146.0,20250623,AA-
2020-01-02 14:42:00,SZ128075,119.461,20230619,AA
2020-01-02 14:42:00,SZ128076,113.0,20250609,AA-
2020-01-02 14:42:00,SZ128077,124.56,20200622,AA-
2020-01-02 14:42:00,SZ128078,136.79,20220607,AA
2020-01-02 14:42:00,SZ128079,127.7,20230628,A-
2020-01-02 14:42:00,SZ128080,119.803,20200521,AAA
2020-01-02 14:42:00,SZ128081,117.0,20250625,AA
2020-01-02 14:42:00,SZ128083,120.089,20240626,AA
2020-01-02 14:43:00,SH110031,126.0,20210525,AAA
2020-01-02 14:43:00,SH110033,116.85,20210521,AAA
2020-01-02 14:43:00,SH110034,108.91,20210625,AA+
2020-01-02 14:43:00,SH110038,108.81,20220606,AA
2020-01-02 14:43:00,SH110041,119.9,20210624,AAA
2020-01-02 14:43:00,SH110042,120.43,20200520,AAA
2020-01-02 14:43:00,SH110043,111.7,20230526,AA+
2020-01-02 14:43:00,SH110044,143.78,20231229,AA
2020-01-02 14:43:00,SH110045,102.5,20230601,AA+
2020-01-02 14:43:00,SH110047,123.51,20241024,AA
2020-01-02 14:43:00,SH110048,123.09,20240612,AA+
2020-01-02 14:43:00,SH110050,128.31,20190606,AA
2020-01-02 14:43:00,SH110051,110.76,20210804,AA+
2020-01-02 14:43:00,SH110052,119.6,20240626,AA+
2020-01-02 14:43:00,SH110053,118.94,20230619,AAA
2020-01-02 14:43:00,SH110055,115.0,20240620,AA
2020-01-02 14:43:00,SH110056,120.89,20220623,AA+
2020-01-02 14:43:00,SH110057,111.66,20230526,AAA
2020-01-02 14:43:00,SH110058,106.9,20240612,AA-
2020-01-02 14:43:00,SH110059,111.01,20250526,AAA
2020-01-02 14:43:00,SH110060,120.63,20250609,AA
2020-01-02 14:43:00,SH110061,122.36,20230619,AAA
2020-01-02 14:43:00,SH110062,127.51,20250625,AAA
2020-01-02 14:43:00,SH113008,116.39,20200515,AAA
2020-01-02 14:43:00,SH113009,117.21,20210524,AAA
2020-01-02 14:43:00,SH113011,126.71,20220523,AAA
2020-01-02 14:43:00,SH113012,106.9,20210610,AA
2020-01-02 14:43:00,SH113013,124.72,20230522,AAA
2020-01-02 14:43:00,SH113014,102.2,20210621,AA
2020-01-02 14:43:00,SH113016,99.9,20220805,AA-
2020-01-02 14:43:00,SH113017,102.4,20230621,AA+
2020-01-02 14:43:00,SH113019,130.75,20200605,AA+
